Id,y
10228,-473.94262
10229,-538.80945
10230,-372.90475
10231,-83.37701
10232,157.46206
10233,167.50291
10234,-105.69041
10235,561.16169
10236,-149.35532
10237,196.96681
10238,-33.81991
10239,5.19942
10240,-121.70842
10241,53.47358
10242,531.29189
10243,-157.60262
10244,-183.77196
10245,643.83225
10246,17.78031
10247,-92.0794
10248,485.49316
10249,-221.23658
10250,490.60651
10251,-43.67716
10252,139.93323
10253,207.50447
10254,17.09265
10255,-396.47203
10256,-168.30167
10257,-75.59324
10258,-292.07351
10259,-59.37367
10260,247.36905
10261,206.83113
10262,17.46246
10263,-181.81149
10264,300.17615
10265,-567.63872
10266,311.59327
10267,-9.92951
10268,161.40782
10269,272.3856
10270,55.12246
10271,-15.27827
10272,286.4023
10273,387.88861
10274,-148.57889
10275,171.95235
10276,-411.57059
10277,213.80254
10278,133.93002
10279,-99.01718
10280,-162.41724
10281,-39.07419
10282,-295.15845
10283,141.32481
10284,163.05983
10285,-55.4554
10286,-145.74068
10287,16.35046
10288,-364.29856
10289,558.66302
10290,40.05066
10291,67.63735
10292,559.84008
10293,469.80695
10294,-149.4998
10295,-328.82279
10296,425.77132
10297,85.50466
10298,-166.91554
10299,-662.29841
10300,50.28039
10301,-11.35572
10302,-451.81126
10303,78.67283
10304,-386.8188
10305,-273.22738
10306,352.01505
10307,-263.84804
10308,-214.73022
10309,-84.88115
10310,745.88328
10311,-418.97511
10312,739.19913
10313,-469.07743
10314,481.82984
10315,363.20797
10316,-270.25304
10317,-399.59212
10318,234.45728
10319,-38.73469
10320,238.36875
10321,28.69744
10322,238.23096
10323,-130.00744
10324,-681.29456
10325,61.58065
10326,-444.92985
10327,-14.71321
10328,680.47678
10329,288.73261
10330,839.97049
10331,416.65748
10332,167.35604
10333,-86.77954
10334,332.76997
10335,-201.33443
10336,-43.62508
10337,-107.90238
10338,-284.03574
10339,232.60856
10340,237.83315
10341,74.39981
10342,255.5177
10343,-168.64962
10344,68.56335
10345,-365.44198
10346,189.7065
10347,-369.83325
10348,-250.90024
10349,76.31355
10350,-344.94551
10351,-187.42339
10352,482.16976
10353,125.75267
10354,450.69194
10355,216.17619
10356,34.34194
10357,57.51146
10358,-211.4195
10359,49.76249
10360,76.11104
10361,-29.19625
10362,33.04896
10363,364.56271
10364,234.48281
10365,-21.79655
10366,-476.93788
10367,43.56766
10368,-310.95721
10369,-46.94112
10370,181.19558
10371,-214.96243
10372,-80.22706
10373,841.20823
10374,102.35679
10375,37.29774
10376,77.39818
10377,435.79452
10378,111.39479
10379,-128.82922
10380,573.05012
10381,48.60247
10382,-68.55415
10383,56.68162
10384,-360.30993
10385,131.90192
10386,-264.5259
10387,-378.79325
10388,-190.09929
10389,862.91521
10390,159.5765
10391,514.02046
10392,61.38767
10393,720.8759
10394,-450.97673
10395,105.89444
10396,-27.5326
10397,-23.43556
10398,331.206
10399,-156.02456
10400,0.9477
10401,17.23241
10402,143.23908
10403,53.22645
10404,41.01335
10405,-129.39255
10406,430.91652
10407,-427.90962
10408,49.114
10409,-221.64758
10410,-313.75971
10411,115.24452
10412,96.10097
10413,-399.91598
10414,-8.41141
10415,733.18413
10416,-332.42677
10417,83.67612
10418,339.79275
10419,-35.1157
10420,38.20434
10421,-606.19849
10422,194.27285
10423,155.03155
10424,-111.25648
10425,-63.33937
10426,403.93582
10427,690.91943
10428,75.7813
10429,-340.31541
10430,-195.7616
10431,40.44514
10432,-137.65419
10433,-95.6748
10434,290.84354
10435,568.46468
10436,351.21865
10437,194.71517
10438,-312.15084
10439,-518.31079
10440,-80.75158
10441,-109.91054
10442,491.41084
10443,371.48514
10444,343.85664
10445,114.60785
10446,-315.20442
10447,83.10397
10448,-82.59915
10449,-182.21903
10450,-294.91729
10451,-294.21056
10452,611.54704
10453,-34.75613
10454,-115.04158
10455,263.27934
10456,346.05651
10457,194.61162
10458,257.35615
10459,-303.20809
10460,-173.19591
10461,-88.53983
10462,137.60161
10463,337.04865
10464,155.72523
10465,-250.29079
10466,148.0634
10467,333.68219
10468,-260.33639
10469,340.30791
10470,224.68536
10471,-607.27972
10472,-54.85959
10473,-685.09108
10474,268.25827
10475,108.79744
10476,-233.16762
10477,115.89088
10478,75.28875
10479,312.58695
10480,78.42591
10481,-509.6308
10482,142.15295
10483,-567.60967
10484,99.19784
10485,181.76569
10486,-27.4071
10487,-646.82105
10488,-261.63282
10489,-398.87689
10490,-259.41075
10491,-252.0574
10492,-25.64797
10493,-479.35795
10494,109.91069
10495,161.94258
10496,-436.80717
10497,-66.0122
10498,-73.60538
10499,51.00274
10500,7.60968
10501,-38.39049
10502,493.59597
10503,-303.44908
10504,285.36306
10505,236.93082
10506,-112.90289
10507,-104.9164
10508,70.11071
10509,-334.40218
10510,-526.15206
10511,26.69513
10512,16.62508
10513,-282.62392
10514,-156.76439
10515,-368.70385
10516,87.26698
10517,9.62196
10518,159.33855
10519,737.83544
10520,-63.52561
10521,253.39235
10522,-195.47926
10523,-233.60406
10524,672.043
10525,161.02648
10526,-86.92389
10527,767.44994
10528,300.14345
10529,-264.63326
10530,506.80692
10531,413.73258
10532,-227.95565
10533,270.72182
10534,166.27215
10535,467.83595
10536,691.01419
10537,-235.1955
10538,-204.49476
10539,235.5655
10540,481.50823
10541,-404.28637
10542,499.6346
10543,-280.42362
10544,349.63536
10545,56.27922
10546,377.78382
10547,58.23929
10548,424.29981
10549,85.80041
10550,-252.99289
10551,172.86784
10552,-190.1066
10553,306.96429
10554,-179.11766
10555,-155.7759
10556,-208.75257
10557,-257.42598
10558,-187.88708
10559,178.95969
10560,769.29942
10561,131.454
10562,-86.33606
10563,-440.78969
10564,522.20634
10565,74.26045
10566,-273.34519
10567,23.88548
10568,-140.88619
10569,337.44189
10570,63.42512
10571,-78.12104
10572,-209.41596
10573,-354.30222
10574,261.54959
10575,252.78475
10576,415.33279
10577,-341.41062
10578,-101.54307
10579,-82.98004
10580,-146.19186
10581,-400.95701
10582,114.6881
10583,-318.40945
10584,-27.12865
10585,253.39206
10586,-15.1616
10587,490.27631
10588,67.16055
10589,-583.65363
10590,566.82922
10591,-659.78402
10592,-280.34459
10593,-618.48496
10594,-403.08152
10595,52.5808
10596,154.13725
10597,-187.18725
10598,45.06432
10599,389.8698
10600,497.49443
10601,-172.60466
10602,-199.48805
10603,146.33214
10604,-745.93142
10605,-230.93578
10606,-157.73769
10607,170.55586
10608,58.5282
10609,21.77824
10610,-33.84543
10611,527.01153
10612,370.35979
10613,-83.70885
10614,-297.86678
10615,379.63004
10616,-194.49982
10617,-59.08115
10618,-59.05074
10619,-265.79533
10620,-488.32421
10621,-28.13332
10622,-110.89724
10623,642.51982
10624,-25.10496
10625,368.27465
10626,274.79921
10627,416.52613
10628,110.57325
10629,561.37835
10630,497.14376
10631,-201.60988
10632,-370.0523
10633,731.05737
10634,-380.13708
10635,-200.60252
10636,272.08601
10637,269.84059
10638,-243.564
10639,-80.64209
10640,-467.97701
10641,384.10331
10642,-158.51464
10643,-321.14291
10644,-72.3071
10645,244.8965
10646,-111.76688
10647,-71.30354
10648,-97.14901
10649,387.99285
10650,134.07976
10651,-372.72454
10652,-153.89735
10653,376.05572
10654,-45.067
10655,29.11102
10656,-164.38841
10657,291.38029
10658,-389.64291
10659,-145.45381
10660,276.50614
10661,-134.09381
10662,82.94811
10663,143.77337
10664,230.85378
10665,649.89805
10666,188.10011
10667,170.77222
10668,-533.84748
10669,-516.13497
10670,-356.78697
10671,480.90374
10672,-54.53599
10673,-272.66057
10674,-89.16369
10675,-97.40004
10676,-264.29804
10677,-558.85168
10678,-18.22317
10679,238.68338
10680,-107.49683
10681,-439.73715
10682,-366.08738
10683,540.4744
10684,-335.91923
10685,128.98481
10686,-360.46506
10687,-211.01459
10688,115.70384
10689,-723.63336
10690,380.89392
10691,24.30097
10692,-145.38761
10693,-157.28296
10694,134.10336
10695,215.9571
10696,-310.20616
10697,18.01888
10698,-287.16969
10699,-244.82889
10700,-126.15191
10701,-276.85103
10702,-63.90282
10703,-268.29074
10704,80.99061
10705,135.49198
10706,265.86172
10707,290.15339
10708,72.85751
10709,-88.64502
10710,-562.5238
10711,-257.96859
10712,-88.32819
10713,-608.90489
10714,16.64813
10715,-117.99664
10716,244.48814
10717,60.96132
10718,640.85047
10719,15.07359
10720,135.00644
10721,39.52337
10722,86.44561
10723,20.33765
10724,217.44242
10725,-8.57485
10726,172.39759
10727,-326.00375
10728,347.58134
10729,128.95804
10730,-379.75009
10731,-134.70696
10732,153.56889
10733,-72.12279
10734,183.30849
10735,-456.53878
10736,152.2753
10737,-20.65828
10738,245.62233
10739,776.40097
10740,-320.14345
10741,-479.31971
10742,-69.75435
10743,-372.01045
10744,397.28225
10745,94.97293
10746,-545.87009
10747,92.71733
10748,456.62325
10749,140.3352
10750,-542.61678
10751,33.25618
10752,237.54555
10753,-260.51478
10754,-227.74118
10755,-18.37421
10756,357.23208
10757,234.16866
10758,309.04949
10759,109.41621
10760,297.04628
10761,431.28272
10762,-285.90275
10763,-461.12319
10764,458.84117
10765,-35.13248
10766,-138.96678
10767,435.87811
10768,-327.55173
10769,-16.17584
10770,32.68738
10771,-143.11036
10772,-82.91164
10773,-26.39585
10774,-295.90654
10775,-300.94455
10776,-157.03746
10777,-444.10543
10778,55.54296
10779,136.09573
10780,-59.93423
10781,774.78694
10782,-291.82147
10783,449.65451
10784,-231.20082
10785,88.18059
10786,511.68238
10787,27.69891
10788,69.719
10789,-684.03043
10790,-181.16575
10791,-592.28568
10792,-326.3723
10793,527.57396
10794,-175.98223
10795,555.32732
10796,-40.06219
10797,-242.90961
10798,466.47501
10799,209.72658
10800,112.47399
10801,655.95971
10802,-253.67288
10803,-143.14006
10804,261.90903
10805,-51.43052
10806,-646.53437
10807,-114.11731
10808,126.14931
10809,204.59346
10810,-300.39361
10811,-415.68675
10812,6.44915
10813,72.80108
10814,160.66087
10815,249.31169
10816,-248.28535
10817,7.83063
10818,-466.38383
10819,290.15144
10820,-309.03321
10821,528.69166
10822,372.49385
10823,-328.08627
10824,-94.65873
10825,55.56919
10826,67.34382
10827,-533.66838
10828,-128.10863
10829,-542.99486
10830,54.63464
10831,182.66043
10832,-41.29949
10833,652.81276
10834,-336.96578
10835,99.96282
10836,811.79002
10837,-346.25212
10838,103.69088
10839,487.73608
10840,120.89569
10841,-324.32967
10842,-136.41213
10843,-41.92443
10844,282.70299
10845,345.62033
10846,124.69799
10847,-206.11335
10848,155.93999
10849,-443.76723
10850,-273.343
10851,195.95033
10852,-30.69004
10853,86.56779
10854,-312.21136
10855,41.00525
10856,307.67518
10857,532.90595
10858,260.16168
10859,362.00551
10860,101.32898
10861,38.4413
10862,20.26767
10863,117.44025
10864,573.69118
10865,-507.59206
10866,-211.76963
10867,-78.3999
10868,-319.57377
10869,-267.44656
10870,-780.85703
10871,50.22998
10872,-298.54901
10873,23.39239
10874,-76.2906
10875,-257.59747
10876,171.56437
10877,-121.60078
10878,-451.37378
10879,81.13534
10880,-212.55249
10881,-3.53493
10882,-408.25548
10883,-158.65133
10884,238.39834
10885,-133.03572
10886,-266.08408
10887,247.7427
10888,347.96654
10889,-511.31524
10890,21.81587
10891,-163.84141
10892,-472.56084
10893,-365.00827
10894,272.43714
10895,92.37376
10896,491.80815
10897,-200.03606
10898,144.31491
10899,-554.35805
10900,-449.35756
10901,565.01548
10902,446.31876
10903,309.69739
10904,282.92794
10905,176.19763
10906,-315.14185
10907,612.33779
10908,274.25223
10909,-19.43617
10910,404.62545
10911,47.26648
10912,101.89624
10913,98.1481
10914,-231.35258
10915,136.33612
10916,-150.31006
10917,461.19955
10918,145.69016
10919,-405.82374
10920,-405.55257
10921,213.67394
10922,-204.80364
10923,-118.57064
10924,675.23026
10925,145.16199
10926,489.687
10927,-173.76557
10928,89.69168
10929,239.01179
10930,-68.18
10931,93.66678
10932,-196.55302
10933,-711.75344
10934,-104.15024
10935,55.73004
10936,74.24035
10937,625.74959
10938,234.98688
10939,221.59295
10940,61.93159
10941,239.73645
10942,-21.33808
10943,180.16474
10944,14.91863
10945,-374.86569
10946,-397.51493
10947,114.66691
10948,-269.61623
10949,0.13921
10950,-34.59485
10951,72.73402
10952,-188.80556
10953,-365.53367
10954,-67.59552
10955,19.50117
10956,212.78259
10957,170.72285
10958,48.75606
10959,-239.44652
10960,409.73821
10961,399.86801
10962,18.6931
10963,165.76697
10964,-124.38945
10965,54.99452
10966,640.43207
10967,7.57879
10968,-265.04763
10969,1.69273
10970,18.51713
10971,-248.85164
10972,106.86193
10973,251.63914
10974,133.83774
10975,-358.26696
10976,426.26145
10977,71.97842
10978,-322.08756
10979,438.84027
10980,-40.13211
10981,283.80357
10982,-487.9062
10983,-86.93303
10984,-470.85015
10985,73.14648
10986,-688.3901
10987,392.47857
10988,-328.63104
10989,149.3916
10990,321.79311
10991,584.39309
10992,206.7573
10993,36.54823
10994,-37.77829
10995,-551.05171
10996,-107.8512
10997,-176.80603
10998,-356.88949
10999,418.41458
11000,-26.1335
11001,-213.90951
11002,246.57979
11003,-32.01102
11004,-126.73259
11005,26.91449
11006,198.92197
11007,-18.84355
11008,-119.51485
11009,-389.90376
11010,-149.50929
11011,-308.96203
11012,-478.77716
11013,-616.72914
11014,-25.89083
11015,-133.17659
11016,-633.05873
11017,-32.26329
11018,28.79582
11019,-290.00132
11020,-168.02497
11021,-173.84102
11022,107.27955
11023,278.32879
11024,164.73665
11025,596.78602
11026,737.78022
11027,-57.0444
11028,-20.38191
11029,193.11141
11030,150.95242
11031,-340.87793
11032,207.55657
11033,-27.67473
11034,-146.95166
11035,-121.88067
11036,144.47951
11037,333.20953
11038,-452.51312
11039,-208.53685
11040,265.84495
11041,-86.19646
11042,-456.01062
11043,-377.73005
11044,277.55669
11045,-98.28817
11046,-258.67742
11047,508.51302
11048,-27.82947
11049,-397.83823
11050,27.29423
11051,55.46091
11052,86.52444
11053,-417.71827
11054,265.07469
11055,126.49538
11056,-731.2338
11057,26.76853
11058,15.17242
11059,603.14918
11060,-68.51037
11061,-630.15885
11062,391.4399
11063,191.2674
11064,-82.79916
11065,874.27984
11066,130.10221
11067,24.82526
11068,10.01568
11069,407.55355
11070,184.93372
11071,699.40134
11072,12.87418
11073,-569.79503
11074,-60.61827
11075,-96.58944
11076,19.66071
11077,30.22597
11078,-107.06858
11079,-23.44815
11080,-16.56349
11081,18.76732
11082,145.95038
11083,-428.10276
11084,-158.17478
11085,-44.37808
11086,-411.29977
11087,218.42102
11088,141.24531
11089,316.63476
11090,93.68024
11091,154.16405
11092,-132.92025
11093,-293.87357
11094,485.30635
11095,-271.22948
11096,373.38315
11097,-359.6696
11098,-459.9923
11099,209.0537
11100,46.74008
11101,-767.89654
11102,-153.96947
11103,-66.68289
11104,-15.94404
11105,16.07598
11106,157.03894
11107,585.65786
11108,-259.63811
11109,264.48647
11110,171.55865
11111,182.06573
11112,-336.88337
11113,-403.23854
11114,114.57773
11115,161.83644
11116,-628.0447
11117,242.01175
11118,362.86304
11119,60.71371
11120,-359.31123
11121,-379.08188
11122,237.83778
11123,-293.41751
11124,-397.45138
11125,159.58886
11126,365.03748
11127,-720.61285
11128,500.16487
11129,-11.26581
11130,-69.35502
11131,250.86562
11132,-169.30679
11133,120.43721
11134,-39.95316
11135,-520.87907
11136,-631.10611
11137,-189.45129
11138,73.57079
11139,39.63813
11140,-459.83744
11141,4.02907
11142,-197.4489
11143,62.38974
11144,-186.44535
11145,-133.60822
11146,305.02298
11147,-46.02247
11148,-42.28148
11149,-174.61342
11150,-221.81742
11151,-177.58255
11152,-1.64578
11153,92.19561
11154,380.63664
11155,5.17629
11156,-43.26414
11157,138.5691
11158,-644.23734
11159,-264.05265
11160,388.07711
11161,-314.5755
11162,68.59578
11163,313.90251
11164,-174.13638
11165,75.24506
11166,-48.3005
11167,366.32813
11168,-300.95318
11169,52.29547
11170,199.76451
11171,-291.45214
11172,-221.25526
11173,-347.63374
11174,-203.16974
11175,-377.92298
11176,-39.0599
11177,-27.65771
11178,-4.84007
11179,387.69317
11180,173.07521
11181,932.2704
11182,-79.75949
11183,140.83198
11184,39.68403
11185,443.52421
11186,342.35995
11187,-137.85795
11188,596.33053
11189,207.64693
11190,-628.74447
11191,498.51771
11192,-157.93925
11193,351.10784
11194,21.71133
11195,-147.85882
11196,204.57246
11197,29.47462
11198,121.43393
11199,-565.61994
11200,-229.61059
11201,-46.80448
11202,686.99934
11203,-439.37601
11204,-564.30678
11205,-449.44524
11206,-187.01338
11207,63.71447
11208,226.53218
11209,-238.26196
11210,8.03175
11211,-360.68869
11212,-123.99312
11213,-388.86462
11214,21.02586
11215,-301.50187
11216,215.87741
11217,403.51021
11218,435.6976
11219,-107.10092
11220,186.04692
11221,347.56948
11222,258.81396
11223,-431.37566
11224,-169.35938
11225,106.38668
11226,11.40634
11227,362.5962
11228,-602.20735
11229,707.55592
11230,202.17492
11231,-50.33712
11232,-170.32942
11233,-33.31137
11234,194.42983
11235,-358.58935
11236,-212.26535
11237,-291.4211
11238,295.55762
11239,-278.97339
11240,23.65365
11241,-64.46361
11242,-550.51307
11243,541.34327
11244,95.06333
11245,14.59821
11246,108.60884
11247,-390.97471
11248,358.66642
11249,-656.73737
11250,39.6217
11251,-112.10781
11252,-3.99662
11253,-399.34878
11254,-189.94216
11255,25.705
11256,-514.34231
11257,42.90339
11258,-18.93265
11259,-109.3231
11260,-32.89909
11261,-543.812
11262,402.37109
11263,36.24432
11264,228.30408
11265,346.38302
11266,-401.22271
11267,54.0572
11268,6.86223
11269,-3.81208
11270,-445.45149
11271,162.08752
11272,176.36753
11273,-516.97198
11274,189.99316
11275,-164.45713
11276,174.20995
11277,-510.02978
11278,174.78489
11279,-352.74632
11280,-145.46098
11281,456.97186
11282,-463.51489
11283,-363.58428
11284,-157.84808
11285,-195.36061
11286,152.04069
11287,-197.09227
11288,36.48097
11289,993.22488
11290,-387.02879
11291,-6.61651
11292,-272.06886
11293,-138.59955
11294,-105.03945
11295,-21.52952
11296,91.0572
11297,-65.7912
11298,164.47288
11299,-17.99783
11300,783.88666
11301,-339.23112
11302,-196.48456
11303,357.2185
11304,186.31063
11305,138.0941
11306,-11.63246
11307,175.80916
11308,-224.61735
11309,68.8558
11310,201.21113
11311,257.87114
11312,-432.87056
11313,-893.9998
11314,671.86508
11315,-143.37265
11316,622.23866
11317,179.38443
11318,553.77441
11319,133.39922
11320,-278.76344
11321,-316.62804
11322,503.41566
11323,282.68714
11324,-192.34979
11325,-266.50622
11326,28.44209
11327,-502.81066
11328,-284.89717
11329,334.3254
11330,131.85559
11331,-163.06901
11332,207.69781
11333,84.53776
11334,26.25963
11335,-255.92214
11336,51.2829
11337,-102.04962
11338,160.4343
11339,285.39336
11340,-58.84096
11341,103.10535
11342,-294.31129
11343,376.90749
11344,69.80187
11345,866.00019
11346,-39.3729
11347,64.6142
11348,-169.65603
11349,-545.1874
11350,-61.76964
11351,-497.32028
11352,462.29111
11353,-153.26914
11354,-206.00694
11355,-139.67968
11356,-86.31604
11357,589.44394
11358,213.39162
11359,160.84269
11360,189.14312
11361,-353.62333
11362,-195.46147
11363,-130.97049
11364,-411.89785
11365,339.53611
11366,278.70803
11367,262.53933
11368,-182.31525
11369,312.59254
11370,292.50697
11371,-191.39813
11372,97.19897
11373,-323.06245
11374,-641.63352
11375,34.40432
11376,332.61464
11377,374.39429
11378,79.74057
11379,-175.66454
11380,161.84978
11381,247.70963
11382,90.73858
11383,406.91954
11384,-128.29338
11385,131.27331
11386,729.30944
11387,721.95165
11388,-177.94
11389,709.5229
11390,68.44183
11391,-488.04811
11392,152.74594
11393,-239.25028
11394,-147.28096
11395,-45.20832
11396,-222.12449
11397,-332.61528
11398,-119.36738
11399,411.59762
11400,165.38288
11401,488.27547
11402,224.1449
11403,57.12319
11404,264.66502
11405,-126.75098
11406,-376.20602
11407,48.79137
11408,420.19806
11409,-415.55964
11410,-45.07268
11411,-169.48557
11412,744.96332
11413,-534.18457
11414,-151.03113
11415,577.93587
11416,46.72639
11417,311.55408
11418,357.30638
11419,265.41274
11420,-253.59737
11421,-473.88134
11422,12.68844
11423,-132.56427
11424,72.47382
11425,217.43581
11426,-335.77852
11427,-262.20462
11428,95.51698
11429,-209.18192
11430,456.63567
11431,308.43056
11432,-28.85373
11433,-358.51785
11434,128.31173
11435,145.62472
11436,95.66701
11437,268.28354
11438,-466.92442
11439,-314.32095
11440,344.74066
11441,220.70756
11442,-578.47552
11443,174.80908
11444,399.94148
11445,732.6721
11446,667.30273
11447,-63.09651
11448,245.90652
11449,21.73019
11450,-248.65264
11451,-197.04076
11452,-282.04647
11453,-81.15239
11454,52.36536
11455,-2.25713
11456,-758.87561
11457,213.49146
11458,-169.27148
11459,184.72029
11460,256.5643
11461,-63.2489
11462,-272.71787
11463,135.79446
11464,455.78074
11465,-129.35638
11466,62.87337
11467,-386.85294
11468,267.22766
11469,287.24119
11470,-52.09973
11471,76.40696
11472,-138.16215
11473,203.55615
11474,15.48871
11475,-5.96808
11476,-31.64414
11477,221.5663
11478,-687.00232
11479,483.78422
11480,958.02238
11481,191.59606
11482,-58.58971
11483,259.46231
11484,-6.31676
11485,-270.28847
11486,-772.46423
11487,-146.46332
11488,-37.78146
11489,331.55196
11490,570.47457
11491,-182.5999
11492,-356.09409
11493,84.14295
11494,-115.72664
11495,431.89838
11496,-39.02761
11497,28.16338
11498,-54.06385
11499,-259.96554
11500,157.69688
11501,-451.57354
11502,482.5565
11503,242.55695
11504,-588.11374
11505,81.0171
11506,325.40674
11507,-22.05224
11508,-296.2785
11509,299.05191
11510,468.26993
11511,-99.60747
11512,5.27809
11513,-101.94715
11514,172.81543
11515,-676.72075
11516,-85.33459
11517,117.5437
11518,-83.62879
11519,179.75563
11520,-83.35296
11521,-21.41918
11522,292.12475
11523,-100.16396
11524,-295.44508
11525,-196.19962
11526,-90.4035
11527,-58.11412
11528,-400.37934
11529,236.32718
11530,-312.00489
11531,448.89905
11532,202.73551
11533,94.92875
11534,60.24731
11535,-149.43663
11536,406.78338
11537,600.81203
11538,-23.26356
11539,-565.31271
11540,156.44069
11541,648.62155
11542,405.7198
11543,261.80583
11544,22.35608
11545,238.41247
11546,164.56802
11547,-83.34674
11548,209.77492
11549,-198.97438
11550,-78.73473
11551,27.73249
11552,450.3168
11553,-78.31521
11554,-267.63891
11555,348.33187
11556,-404.45504
11557,330.09594
11558,-532.97056
11559,530.16672
11560,-741.0568
11561,478.64952
11562,164.63188
11563,-449.71075
11564,-412.11481
11565,219.12774
11566,-378.68931
11567,368.73339
11568,37.33843
11569,396.4935
11570,-29.32979
11571,35.47525
11572,-267.29108
11573,-417.34658
11574,-250.30107
11575,-228.9572
11576,692.25135
11577,-411.15737
11578,482.32118
11579,109.40387
11580,547.62058
11581,179.88427
11582,-521.57931
11583,-0.53667
11584,-1.31088
11585,-248.05083
11586,-243.06806
11587,199.5673
11588,381.32404
11589,-393.1688
11590,138.23245
11591,34.24106
11592,-4.62915
11593,-151.86193
11594,335.54637
11595,-93.1453
11596,507.75322
11597,-355.46562
11598,143.08978
11599,137.94688
11600,-151.04601
11601,-19.60177
11602,105.84883
11603,-172.78519
11604,482.12726
11605,-267.53917
11606,39.90556
11607,-52.8558
11608,-21.22245
11609,155.37989
11610,-96.06928
11611,-163.1753
11612,-180.36574
11613,-264.67843
11614,171.42795
11615,-11.45771
11616,239.99734
11617,-39.84995
11618,-211.74161
11619,-354.16936
11620,72.47946
11621,306.8202
11622,10.71024
11623,-367.95164
11624,280.99868
11625,607.13428
11626,226.07867
11627,565.92964
11628,-147.76747
11629,-314.03756
11630,-180.04554
11631,51.27098
11632,-118.81984
11633,-258.26062
11634,-229.83713
11635,200.36476
11636,-348.07142
11637,-584.86087
11638,-4.92988
11639,-163.44221
11640,87.02752
11641,41.56664
11642,-494.89046
11643,-60.88771
11644,-173.55137
11645,181.26452
11646,-51.32571
11647,43.951
11648,-517.98181
